wormbase_gene_id,gene_symbol,gene_function,protein_domains,chromosome,strand,biotype,gene_length,pis_total_hits,pgs_total_hits,pis_total_density_per_kb,pgs_total_density_per_kb,pis_CDS_hits,pgs_CDS_hits,pis_five_prime_UTR_hits,pgs_five_prime_UTR_hits,pis_three_prime_UTR_hits,pgs_three_prime_UTR_hits,pis_intron_hits,pgs_intron_hits,pis_promoter_hits,pgs_promoter_hits
WBGene00020605,lgc-50,none available,Gamma-aminobutyric acid A receptor/Glycine receptor alpha; Neurotransmitter-gated ion-channel; Neurotransmitter-gated ion-channel ligand-binding domain; Neurotransmitter-gated ion-channel transmembrane domain,III,-,protein_coding,4365,0,1,0.0,0.2291,0,1,0,0,0,0,0,0,0,0
WBGene00001503,fum-1,"fum-1 is orthologous to human FUMARASE (FH; OMIM:136850), which when mutated leads to fumarase deficiency; FUM-1A and FUM-1B are predicted to be mitochondrial.","Fumarase C, C-terminal; Fumarase/histidase, N-terminal; Fumarate hydratase, class II; Fumarate lyase family; Fumarate lyase, N-terminal; L-Aspartase-like",III,+,protein_coding,2036,1,0,0.4912,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00020049,ttr-8,R13A5.6 encodes a protein containing a predicted signal sequence followed by a transthyretin-like domain; the product of R13A5.6 belongs to a family of apparently nematode-specific proteins whose function is not yet known; an R13A5.6::GFP promoter fusion directs expression outside of the nervous system.,Transthyretin-like,III,-,protein_coding,848,1,0,1.1792,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00003559,ncl-1,"ncl-1 encodes a cytoplasmic B-box zinc finger protein that negatively regulates rRNA and 5S RNA transcription, nucleolus size, and body size; NCL-1 is orthologous to Drosophila BRAIN TUMOR (BRAT), and ncl-1 mutants can be rescued by brat transgenes; NCL-1 is required for the normally small size of neuronal, muscle, and hypodermal nucleoli, and is already active in 4-cell embryos; NCL-1 may be a repressor of RNA polymerase I and III transcription and an inhibitor of cell growth, based on mutant analysis; ncl-1 animals have much larger neuronal nucleoli than normal, somewhat larger muscle and hypodermal nucleoli, but essentially normal intestinal and germline nucleoli (the last of which are large even in wild-type animals); conversely, intestinal and germline cells have the lowest amounts of NCL-1 protein; ncl-1 animals are 9% larger, have 22% more protein and twice as much rRNA, and transcribe rRNA twice as much as wild-type worms; ncl-1 functions cell autonomously, and ncl-1 mutations suppress the tumorous germline phenotype of pro-1(na48) mutants.","B-box, C-terminal; B-box-type zinc finger; NHL repeat; Six-bladed beta-propeller, TolB-like; Zinc finger, C3HC4 RING-type; Zinc finger, RING-type; Zinc finger, RING/FYVE/PHD-type",III,+,protein_coding,18377,1,0,0.0544,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00017321,F09G8.7,none available,,III,-,protein_coding,435,0,1,0.0,2.2989,0,1,0,0,0,0,0,0,0,0
WBGene00003243,mig-10,"mig-10 encodes proteins that contain, from N- to C-terminus, an RA-like (Ras association) domain, a PH (pleckstrin homology) domain, and a proline-rich motif, and that are homologous to the vertebrate RIAM, lamellopodin, and Grb7, Grb10, and Grb14 cytoplasmic adaptor proteins; during development, mig-10 activity is required for cell migration and for outgrowth of axons and excretory cell canals; in regulating axon outgrowth, MIG-10 likely functions downstream of UNC-6/Netrin and SLT-1/Slit and in concert with UNC-34, with which it interacts in vitro; MIG-10 also physically interacts with ABI-1 (Abelson interactor-1); mig-10::gfp reporter fusions are expressed in neurons as well as in pharyngeal and intestinal tissue; when expressed in tissue culture cells, a MIG-10::GFP fusion protein colocalizes with F-actin and promotes lamellipodia formation.",PH domain-like; Pleckstrin homology domain; Ras-associating (RA) domain; Ubiquitin-related domain,III,+,protein_coding,26737,0,1,0.0,0.0374,0,0,0,0,0,0,0,1,0,0
WBGene00044588,ZK1236.9,"ZK1236.9 encodes a protein with no obvious non-nematode homologs; eitherZK1236.9, or ZK1236.5, or both proteins weakly inhibit DHC-1 in vivo;   likewise, either ZK1236.9, or ZK1236.5, or both proteins are required inmass RNAi assays for normal osmoregulation and normally rapid growth.",,III,-,protein_coding,2726,1,0,0.3668,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00195371,C30C11.5,none available,,III,-,ncRNA,192,1,0,5.2083,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00198456,C30C11.10,none available,,III,-,ncRNA,264,1,0,3.7879,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00015418,pac-1,"pac-1 encodes a RhoGAP (Rho guanosine triphosphatase (GTPase) activating protein); in the embryo, PAC-1 is essential for establishment of radial (inner-outer) asymmetry and specifically, for differential localization of PAR-6, PAR-3, and PKC-3 to outer somatic cell surfaces devoid of cell-cell contacts; in regulating PAR protein localization, PAC-1 appears to act by spatially regulating activity of the CDC-42 Rho GTPase which can bind PAR-6 and is required, genetically, for PAR-6 localization to the outer cell surface; a PAC-1::GFP fusion protein expressed in the early embryo and in cultured embryos localizes to points of cell-cell contact.",PH domain-like; Pleckstrin homology domain; Rho GTPase activation protein; Rho GTPase-activating protein domain,III,+,protein_coding,23909,1,0,0.0418,0.0,0,0,0,0,0,0,0,0,0,0
WBGene00014033,arrd-15,none available,"Arrestin C-terminal-like domain; Arrestin-like, N-terminal; Immunoglobulin E-set",III,+,protein_coding,6724,1,0,0.1487,0.0,0,0,0,0,0,0,0,0,0,0
WBGene00014035,seb-2,"ZK643.3 encodes a transmembrane protein with similarity to the secretin family of G-protein-coupled receptors; unlike other members of this family, however, the product of ZK643.3 contains six, rather than seven, predicted transmembrane domains; expression pattern screens using lacZ reporter fusions reveal ZK643.3 expression in head muscles, the vm1 vulval muscles, and an unidentified cell(s) in the anal region.","GPCR, family 2, extracellular hormone receptor domain; GPCR, family 2, secretin-like",III,+,protein_coding,8268,1,0,0.1209,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00014036,ZK643.5,none available,,III,-,protein_coding,3311,0,1,0.0,0.302,0,0,0,0,0,0,0,1,0,0
WBGene00000549,cls-2,"cls-2 encodes one of three predicted orthologs of mammalian CLASPs and of Drosophila ORBIT/MAST, microtubule-binding proteins required for fibroblast polarization and mitosis; cls-2 is required in mass RNAi assays for embryonic development and normal mitotic spindles; it has been claimed that, in an RNAi screen of potential microtubule tip-binding proteins, only cls-2(RNAi) yielded embryonic lethality and meiotic defects.",Armadillo-like helical; Armadillo-type fold; CLASP N-terminal domain,III,+,protein_coding,3848,1,0,0.2599,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00013985,sec-16A.1,"sec-16 encodes a scaffolding protein homologous to human SEC-16A (OMIM: 612854); SEC-16 directly interacts with TFG-1; SEC-16 localizes to endoplasmic reticulum exit sites with both TFG-1 and COPII machinery; levels of SEC-16 correlates with those of TFG-1, regardless of whether they were high or low SEC-16 requires TFG-1 to accumulate normally and TFG-1 requires SEC-16 for its localization on endoplasmic reticulum exit sites; normal assembly of large complexes containing SEC-16 and COPII subunits is facilitated by TFG-1 hexamers; SEC-16 on endoplasmic reticulum exit sites can continue to recruit COPII components in the absence of TFG-1, although to lower levels; Sec16 interacts with the N terminus of TFG in an evolutionarily conserved manner. SEC-16 is detectable at the two-cell stage of embryogenesis and expression continues throughout embryogenesis, punctated pattern in cytoplasm colocalizing with mitochondrial COX1.","Ancestral coatomer element 1, Sec16/Sec31; COPII coat assembly protein, Sec16; Sec16, central conserved domain",III,+,protein_coding,4969,1,0,0.2012,0.0,0,0,0,0,0,0,0,0,0,0
WBGene00004343,rgr-1,none available,"Mediator complex, subunit Med14",III,+,protein_coding,10812,0,1,0.0,0.0925,0,0,0,0,0,0,0,1,0,0
WBGene00206420,T26G10.7,none available,,III,-,pseudogene,789,0,1,0.0,1.2674,0,1,0,0,0,0,0,0,0,0
WBGene00006579,tlk-1,"tlk-1 encodes, through alternative splicing, two isoforms of a Tousled-class serine/threonine protein kinase; TLK-1A/B are orthologous to Tousled from A. thaliana; tlk-1(RNAi) embryos have, compared to normal embryos, reduced phosphorylation of the RNA polymerase II C-terminal domain at Serine-2 and methylation of histone H3 at Lysine-36 (posttranslational modifications associated with transcriptional elongation), along with a lethal phenotype consistent with general defects in zygotic transcription; TLK-1A/B have a glutamine/asparagine-rich domain and a putative coil domain.",Protein kinase domain; Protein kinase-like domain,III,+,protein_coding,10393,0,1,0.0,0.0962,0,0,0,0,0,0,0,1,0,0
WBGene00014232,ttll-4,"ttll-4 encodes, by alternative splicing, two isoforms of a putativetubulin polyglutamylase orthologous to human TTLL4; TTLL-4 has noobvious function in mass RNAi assays; by orthology, TTLL-4 is expected to initiate glutamyl chains rather than elongatingthem, to have broad substrate specificity, acting on both alpha- andbeta-tubulin, and to have multiple non-tubulin substrates such asnucleosome assembly proteins (NAPs).",Tubulin polyglutamylase TTLL-4; Tubulin-tyrosine ligase/Tubulin polyglutamylase,III,+,protein_coding,8229,1,0,0.1215,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00000423,ced-9,"ced-9 encodes the sole C. elegans homolog of the mammalian cell-death inhibitor Bcl-2; during development, ced-9 activity is essential for preventing cells from undergoing programmed cell death; ced-9 also appears to have proapoptotic activity; CED-9 functions by binding and repressing the activity of CED-4, a protein similar to human APAF-1 and positive regulator of CED-3 caspase activity; CED-9 localizes to the mitochondrial outer membrane, although this localization is not essential for CED-9 to regulate apoptosis.","Apoptosis regulator, Bcl-2 protein, BH4; Blc2 family",III,+,protein_coding,2351,1,0,0.4254,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00198127,M03C11.10,none available,,III,+,ncRNA,132,0,1,0.0,7.5758,0,0,0,0,0,0,0,1,0,0
WBGene00009653,ptr-25,none available,Protein patched/dispatched,III,+,protein_coding,12116,1,0,0.0825,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00006784,unc-49,"unc-49 encodes multiple subunits of a heteromeric GABA receptor; unc-49 activity is required for postsynaptic GABA responsiveness and thus for normal regulation of locomotion; UNC-49::GFP reporter fusions for at least two isoforms are expressed in dorsal and ventral head and body wall muscles, with isoform-specific expression also seen in the sphincter muscle; UNC-49::GFP subcellular localization is most prominent at neuromuscular junctions; in Xenopus oocytes and mammalian tissue culture cells, two UNC-49 subunits, UNC-49B and UNC-49C, are able to form a functional heteromeric GABA receptor.","Gamma-aminobutyric acid A receptor/Glycine receptor alpha; Gamma-aminobutyric-acid A receptor, beta subunit; Neurotransmitter-gated ion-channel; Neurotransmitter-gated ion-channel ligand-binding domain; Neurotransmitter-gated ion-channel transmembrane domain",III,+,protein_coding,11944,1,0,0.0837,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00012648,Y39A1A.9,none available,Meiosis-specific coiled-coil domain-containing protein MEIOC,III,-,protein_coding,3432,0,1,0.0,0.2914,0,0,0,0,0,0,0,1,0,0
WBGene00012659,Y39A1A.22,none available,"EXS, C-terminal; SPX domain",III,-,protein_coding,4416,0,1,0.0,0.2264,0,0,0,0,0,1,0,0,0,0
WBGene00219615,linc-109,none available,,III,-,lincRNA,4409,0,1,0.0,0.2268,0,0,0,0,0,0,0,1,0,0
WBGene00001087,dpy-28,"dpy-28 encodes a non-SMC condensin subunit homolog, similar to XCAP-D2 in Xenopus, CND1 in S. pombe, YCS4p in S. cerevisiae, and CNAP1 in humans; DPY-28 is required for negative, chromosome-wide regulation of X-chromosomal genes in XX but not XO animals (dosage compensation) and for regulation of meiotic crossover number and distribution; DPY-28 is also required for an undetermined aspect of body morphogenesis; DPY-28 is part of a multi-protein dosage compensation complex (DCC) with DPY-26, DPY-27 and MIX-1 that localizes to X chromosomes of XX embryos by the 40-cell stage of embryogenesis and to all condensed mitotic chromosomes during mitosis.","Armadillo-like helical; Armadillo-type fold; Condensin complex subunit 1, C-terminal; Condensin subunit 1; Condensin subunit 1/Condensin-2 complex subunit D3",III,+,protein_coding,13946,1,0,0.0717,0.0,0,0,0,0,1,0,0,0,0,0
WBGene00002219,klp-7,none available,Kinesin motor domain; P-loop containing nucleoside triphosphate hydrolase,III,+,protein_coding,5077,1,0,0.197,0.0,0,0,0,0,0,0,0,0,0,0
WBGene00011269,sbsp-1,R17.3 encodes an ortholog of human retinal pigment epithelium(RPE)-spondin (RPESP).,Somatomedin B domain; Thrombospondin type-1 (TSP1) repeat,III,+,protein_coding,6516,1,0,0.1535,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00008079,C44B9.2,none available,,III,+,protein_coding,2811,1,0,0.3557,0.0,0,0,0,0,1,0,0,0,0,0
WBGene00004284,rab-35,"rab-35 encodes a small, monomeric Rab GTPase that is most closely related to the human and Drosophila Rab35 GTPases; by homology, RAB-35 is predicted to function as a membrane-associated GTPase required for intracellular vesicular trafficking and for regulation of endo- and exocytosis; however, as loss of rab-35 function via RNA-mediated interference (RNAi) does not result in any obvious abnormalities, the precise role of RAB-35 in C. elegans development and/or behavior is not yet known.",P-loop containing nucleoside triphosphate hydrolase; Small GTPase superfamily,III,-,protein_coding,4920,0,1,0.0,0.2033,0,1,0,0,0,0,0,0,0,0
WBGene00202389,Y47D3B.24,none available,,III,+,ncRNA,172,0,1,0.0,5.814,0,0,0,0,0,0,0,1,0,0
WBGene00201051,Y47D3B.23,none available,,III,+,ncRNA,180,1,0,5.5556,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00196725,Y66A7AL.2,none available,,III,+,ncRNA,135,0,1,0.0,7.4074,0,0,0,0,0,0,0,0,0,1
WBGene00013232,faah-4,none available,Amidase; Amidase signature domain,III,-,protein_coding,10542,1,0,0.0949,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00006993,zyg-8,none available,Calcium/calmodulin-dependent/calcium-dependent protein kinase; Doublecortin domain; Protein kinase domain; Protein kinase-like domain,III,+,protein_coding,10358,1,0,0.0965,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00001636,gly-11,none available,"Galactosyltransferase, C-terminal; Glycosyltransferase 2-like; Nucleotide-diphospho-sugar transferases; Ricin B, lectin domain",III,-,protein_coding,5892,1,0,0.1697,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00014904,Y49E10.26,none available,,III,+,pseudogene,1095,0,1,0.0,0.9132,0,1,0,0,0,0,0,0,0,0
WBGene00013043,arrd-16,none available,"Arrestin C-terminal-like domain; Arrestin-like, N-terminal; Immunoglobulin E-set",III,+,protein_coding,3610,0,1,0.0,0.277,0,0,0,0,0,0,0,1,0,0
WBGene00013730,sql-1,none available,,III,+,protein_coding,28496,1,0,0.0351,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00013734,gldi-8,none available,Zinc finger C2H2-type,III,-,protein_coding,3736,0,1,0.0,0.2677,0,1,0,0,0,0,0,0,0,0
WBGene00013739,spin-4,none available,Major facilitator superfamily; Major facilitator superfamily domain,III,+,protein_coding,9932,0,1,0.0,0.1007,0,1,0,0,0,0,0,0,0,0
WBGene00013912,irld-19,none available,"Leucine-rich repeat domain, L domain-like; Receptor L-domain",III,-,protein_coding,3658,1,0,0.2734,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00013914,lgc-37,"ZC482.5 is orthologous to the human gene GAMMA-AMINOBUTYRIC ACID A RECEPTOR GAMMA 2 (GABRG2; OMIM:137164), which when mutated leads to disease.",Gamma-aminobutyric acid A receptor/Glycine receptor alpha; Neurotransmitter-gated ion-channel; Neurotransmitter-gated ion-channel ligand-binding domain; Neurotransmitter-gated ion-channel transmembrane domain,III,+,protein_coding,8023,1,0,0.1246,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00012548,Y37D8A.6,none available,LPS-induced tumour necrosis factor alpha factor,III,-,protein_coding,13468,0,1,0.0,0.0743,0,0,0,0,0,0,0,1,0,0
WBGene00012559,epg-3,none available,,III,+,protein_coding,7572,1,0,0.1321,0.0,0,0,0,0,1,0,0,0,0,0
WBGene00012717,Y39E4B.6,"Y39E4B.6 is involved in cell migration; Y39E4B.6 is predicted to have cyclin-dependent protein serine/threonine kinase (cdk-9, cit-1.1 or cit-1.2) inhibitor activity and snRNA binding activity, based on protein domain information; physical interaction with cit-1.2 protein based on yeast 2-hybrid.",HEXIM,III,+,protein_coding,3550,1,0,0.2817,0.0,0,0,0,0,1,0,0,0,0,0
WBGene00013574,lron-13,none available,"Leucine-rich repeat domain, L domain-like",III,+,protein_coding,12538,0,1,0.0,0.0798,0,0,0,0,0,0,0,1,0,0
WBGene00235257,T05C7.4,none available,,IV,-,protein_coding,915,0,1,0.0,1.0929,0,0,0,0,0,0,0,1,0,0
WBGene00015246,scl-23,none available,"CAP domain; Cysteine-rich  secretory protein, allergen V5/Tpx-1-related; Ves allergen",IV,-,protein_coding,3252,1,0,0.3075,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00006599,tpa-1,"tpa-1 encodes two protein kinase C isoforms, TPA-1A and TPA-1B; analysis of tpa-1 mutations indicates that at least one TPA-1 isoform plays a role in nicotine-induced adaptation and that both isoforms appear to play a role in gpa-12/G protein-mediated signaling that modulates feeding and growth.","AGC-kinase, C-terminal; C2 domain; Diacylglycerol/phorbol-ester binding; Protein kinase C, delta/epsilon/eta/theta types; Protein kinase C-like, phorbol ester/diacylglycerol-binding domain; Protein kinase domain; Protein kinase, C-terminal; Protein kinase-like domain",IV,+,protein_coding,18840,1,0,0.0531,0.0,0,0,0,0,0,0,1,0,0,0
